Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Avg. seconds,Avg. minutes
Rule 110 Examination Announcements and Applicants | Civil Service Commission,888,766,0:02:43,88,73.86,39.86,163,2.72
San Francisco 311 : Urban Forestry - Parks,887,794,0:01:31,653,88.21,78.02,91,1.52
"San Francisco Port Department : September 22, 2015",887,381,0:00:48,129,11.63,29.54,48,0.8
City and County of San Francisco : Meeting Agendas,885,604,0:00:10,23,17.39,3.16,10,0.17
San Francisco Port Department : Hyde Street Harbor,885,410,0:00:46,319,25.39,32.09,46,0.77
San Francisco Public Works : Gough Street Project,885,460,0:00:47,326,28.83,36.27,47,0.78
Office of Economic and Workforce Development : Workforce Investment San Francisco Meeting,884,704,0:01:05,593,24.96,24.21,65,1.08
Controller : Whistleblower Program Summary Reports,883,712,0:02:32,413,75.06,56.4,152,2.53
User account | Treasurer & Tax Collector,883,504,0:01:33,407,13.51,13.7,93,1.55
San Francisco Department of Human Resources : How to File a Discrimination Complaint,882,757,0:03:01,293,78.84,51.7,181,3.02
San Francisco Public Works : Annual Reports,882,410,0:01:13,258,14.73,34.47,73,1.22
"SFGov : Departments, Divisions, Offices",880,730,0:00:20,64,75,14.66,20,0.33
Controller : Budget Status Reports,879,794,0:02:00,446,89.46,65.42,120,2
SFERS : Investment Committee,879,661,0:00:16,290,96.55,36.75,16,0.27
San Francisco Port Department : Awards,878,372,0:00:24,64,0,11.16,24,0.4
Chief Adult Probation Officer Karen Fletcher Biography | Adult Probation Department,877,770,0:01:13,313,64.22,43.79,73,1.22
Controller : Retiree Health Care Trust Fund Board,877,557,0:01:57,449,76.61,52.91,117,1.95
San Francisco Rent Board : Topic No. 322: Operating and Maintenance Expense Petitions,877,775,0:02:15,312,73.08,41.05,135,2.25
Board of Supervisors : Participatory Budgeting,876,571,0:01:51,454,67.18,52.17,111,1.85
Controller : Subscribe to Reports,876,647,0:01:01,170,94.12,33.22,61,1.02
Office of the Mayor : News Releases : Mayor Lee & Board President Breed Announce San Francisco Exceeds Greenhouse Gas Emissions Reduction Goal,876,805,0:04:33,682,89,83.9,273,4.55
Upload Pictures,876,421,0:01:33,291,93.81,41.67,93,1.55
Board of Supervisors : Past Supervisors,875,695,0:01:50,210,80,42.17,110,1.83
"City and County of San Francisco : November 4, 2014 Election Information for Campaigns",875,649,0:01:52,367,55.19,38.97,112,1.87
"Mayor's Office of Housing and Community Development : BMR Unit: 199 Tiffany Avenue, Unit 411",875,750,0:01:01,168,85.12,29.26,61,1.02
San Francisco Port Department : 2774R Pier 94 High Mast Lighting Project,875,392,0:00:18,359,1.95,40,18,0.3
TI/YBI Streetscape Master Plan - February 2015 | Treasure Island Development Authority,873,489,0:02:26,91,47.83,26.8,146,2.43
CONGRATULATIONS TO 2015 HRC HERO AWARD WINNERS | Human Rights Commission,872,781,0:03:41,692,87.43,81.42,221,3.68
Office of Contract Administration,872,727,0:01:49,430,31.45,43.35,109,1.82
San Francisco Public Works : Recommended Trees,872,434,0:00:39,330,13.94,36.12,39,0.65
City and County of San Francisco : Laws Prohibiting Electioneering within 100 Feet of Polling Places,871,828,0:04:29,821,94.4,93.46,269,4.48
Commissioners | Civil Service Commission,871,707,0:01:47,159,62.26,37.2,107,1.78
2015 Scheduled Department Reports | Civil Service Commission,870,449,0:01:43,27,44.44,17.24,103,1.72
Committee on Information Technology : About COIT,870,765,0:00:17,61,67.21,11.15,17,0.28
Media Advisories & PSAs | Fire Department,870,276,0:00:57,42,52.38,12.99,57,0.95
Office of the Mayor : News Releases : Mayor Lee Announces Civic Celebration of City Hall Centennial,870,762,0:02:53,704,84.38,81.49,173,2.88
San Francisco Fire Department : Requesting a Client's Records,870,773,0:02:35,372,84.68,72.3,155,2.58
San Francisco Police Department : San Francisco Prohibited Ammo,870,792,0:01:51,638,88.87,74.6,111,1.85
San Francisco Public Works : Dolores Street Project,870,438,0:00:46,250,23.6,31.26,46,0.77
"Mayor's Office of Housing : BMR Resale Unit: 2428 Bayshore Blvd., Unit 9",869,777,0:01:11,214,85.51,35.21,71,1.18
Office of Economic and Workforce Development : San Francisco Sister Cities,869,744,0:01:50,652,79.14,71.46,110,1.83
San Francisco Department of Emergency Management : ACS Resources,869,628,0:01:40,268,70.9,45.34,100,1.67
"Department of Children, Youth and Their Families : Other Grant Opportunities",867,534,0:02:56,189,74.74,40.02,176,2.93
San Francisco : Site Guide,866,719,0:01:31,580,68.62,59.12,91,1.52
San Francisco Port Department : 2012,864,169,0:00:13,45,0,5.44,13,0.22
Domestic Partnership | Office of the County Clerk,862,488,0:00:14,13,0,3.71,14,0.23
City and County of San Francisco : Ballot Counting,861,676,0:04:16,500,79.6,65.62,256,4.27
San Francisco Public Works : Folsom Street Streetscape Improvement Project,861,408,0:00:35,266,20.3,30.43,35,0.58
Office of Economic and Workforce Development : Request for Proposals 120: Workforce Services,859,603,0:04:28,354,78.53,65.89,268,4.47
San Francisco Rent Board : PART 12 - LEGAL ACTIONS UNDER ORDINANCE SECTION 37.9(e),859,776,0:03:23,119,70.59,44.94,203,3.38
Topic No. 252: Landlord Access to a Unit | Rent Board,859,758,0:02:15,352,78.41,45.87,135,2.25
"San Francisco Port Department : April 28, 2015",857,367,0:00:46,78,21.79,23.92,46,0.77
test page 1 | Treasurer & Tax Collector,857,688,0:01:48,44,63.64,24.39,108,1.8
San Francisco Fire Department : Assistant Deputy Chief - Ken Lombardi,856,809,0:02:00,772,93.91,88.32,120,2
San Francisco Police Department : 2011 Course Descriptions and Schedules,856,722,0:01:53,488,90.37,68.46,113,1.88
San Francisco 311 : Homeless - Resources - Food Programs and Services,854,598,0:02:31,411,70.07,62.88,151,2.52
San Francisco Port Department : Excursions,853,347,0:00:36,71,8.45,17.23,36,0.6
SFERS : SFERS Profile,853,728,0:00:22,294,94.56,38.34,22,0.37
Topic No. 258: Noise Problems | Rent Board,853,728,0:01:42,367,75.2,47.6,102,1.7
Office of the City Attorney : Gang Injunctions,852,739,0:05:48,736,86.96,84.62,348,5.8
City and County of San Francisco : Agreement Between SFSPCA and ACC,851,786,0:01:30,164,78.05,37.96,90,1.5
LGBT AGING POLICY TASK FORCE (LGBTAPTF) | Human Rights Commission,851,674,0:02:28,527,69.26,63.92,148,2.47
San Francisco Port Department : 2758R Bayview Gateway Park Project,851,416,0:00:08,42,14.29,4.82,8,0.13
San Francisco Public Works : Flood Preparedness & Storm Readiness,851,375,0:00:21,286,16.78,29.14,21,0.35
Services | Fire Department,851,622,0:00:49,89,40.91,13.63,49,0.82
Rule 117 Probationary Period | Civil Service Commission,850,766,0:04:08,142,72.54,52.94,248,4.13
Customer Support for Online & Telephone (IVR) Transactions | Treasurer & Tax Collector,849,769,0:01:11,38,69.23,16.25,71,1.18
City and County of San Francisco : Second Floor - 11 of 14,848,685,0:00:08,2,100,3.89,8,0.13
San Francisco Port Department : As-Needed Environmental and Related Professional Services RFQ,848,412,0:00:09,379,1.85,44.81,9,0.15
City Hall Tours | City Hall,845,712,0:02:14,382,67.19,64.62,134,2.23
City and County of San Francisco : Art Contest,844,759,0:01:30,447,96.2,63.27,90,1.5
San Francisco Fire Department : Meet the Commissioners,844,741,0:02:10,370,81.35,56.87,130,2.17
SFGov : Dig Once,844,645,0:03:05,506,80.83,62.32,185,3.08
San Francisco 311 : General FAQs,843,798,0:03:42,734,85.97,83.87,222,3.7
San Francisco Port Department : Brannan Street Wharf,842,391,0:00:32,206,13.11,23.4,32,0.53
Secured Property Tax Bills Second Installment Deadline | Treasurer & Tax Collector,842,761,0:00:34,23,52.17,10.81,34,0.57
Absent Heirs | Treasurer & Tax Collector,839,703,0:03:32,604,66.89,70.08,212,3.53
Board of Supervisors : 1999 to 1906,839,161,0:02:18,82,43.9,15.97,138,2.3
"Department of Children, Youth and Their Families : 2015 DCYF Summer Meal Program",838,598,0:03:13,535,70.65,60.26,193,3.22
Transportation: How to Get Here Now | Treasure Island Development Authority,837,674,0:01:49,41,73.17,53.41,109,1.82
"Mayor's Office of Housing and Community Development : BMR Resale: 501 Beale Street, Unit 1A",836,711,0:01:02,169,88.76,27.87,62,1.03
City and County of San Francisco : Meet the Federations,835,713,0:00:59,380,96.84,59.88,59,0.98
City and County of San Francisco : Campaign Finance Information,834,585,0:01:05,86,76.74,36.09,65,1.08
Office of the Mayor : About Hydra Mendoza,833,740,0:02:16,642,76.64,68.79,136,2.27
San Francisco Ethics Commission: Campaign Consultants - Forms and Manuals,833,488,0:03:15,205,52.2,39.86,195,3.25
San Francisco Port Department : Related Links,833,294,0:00:22,82,1.22,16.45,22,0.37
Deputy Chief of Operations | Fire Department,832,567,0:00:23,69,62.32,11.06,23,0.38
San Francisco Department of Human Resources : Career Fair & Events Calendar,832,697,0:01:12,160,60,28.25,72,1.2
San Francisco Fire Department : Photo Gallery - General Pics - Page 2,832,657,0:00:25,180,100,31.61,25,0.42
San Francisco Police Department : Department News and Updates : SFPD Officer Involved Shooting at Mission Police Station,832,779,0:01:50,637,80.22,69.47,110,1.83
San Francisco Police Department : Youth Services Unit: Police Activities League,832,775,0:02:18,394,79.95,60.1,138,2.3
Penalties and Interest on Business Taxes | Treasurer & Tax Collector,831,692,0:02:10,123,58.87,26.35,130,2.17
"Reports, Research & Investigations | Human Rights Commission",831,673,0:01:46,215,80.09,51.62,106,1.77
San Francisco 311,830,482,0:00:58,326,53.07,32.05,58,0.97
San Francisco Public Works : 19th Avenue Streetscape Improvement Project Phase II,830,444,0:00:43,274,28.83,34.94,43,0.72
City and County of San Francisco : Second Floor - 8 of 14,828,698,0:00:09,2,100,4.35,9,0.15
Rule 119 Resignation | Civil Service Commission,828,742,0:02:31,572,84.97,70.17,151,2.52
Office of Economic and Workforce Development,826,514,0:00:33,276,78.26,29.18,33,0.55
San Francisco Port Department : Building Occupancy Resumption Program (BORP),825,403,0:00:06,376,0.53,45.7,6,0.1
City and County of San Francisco : Projects and Progress,823,562,0:00:52,182,93.41,33.17,52,0.87
San Francisco Fire Department : CPR and First Aid,823,733,0:01:57,679,79.38,76.67,117,1.95
San Francisco Port Department : Fees,823,355,0:00:46,78,16.67,19.32,46,0.77
Arrears Estimator | Department of Child Support Services,822,677,0:02:03,338,67.46,58.39,123,2.05
San Francisco Fire Department : SF Firefighters in Safety Education Program,822,726,0:00:27,240,92.5,33.58,27,0.45
San Francisco District Attorney : History of the San Francisco District Attorney's Office,820,740,0:01:40,179,86.03,42.8,100,1.67
Mayor's Office of Housing and Community Development : New BMR Unit: 2421 16th Street (16th and Bryant),819,723,0:01:17,182,83.52,31.99,77,1.28
Newsroom | Treasurer & Tax Collector,818,537,0:00:35,47,53.19,15.04,35,0.58
San Francisco Port Department : 2770 Beltline Building Project - Phase 1,818,401,0:00:11,29,3.45,3.79,11,0.18
San Francisco Rent Board : Fact Sheet 9 Utility Passthroughs,818,764,0:03:36,675,85.78,80.2,216,3.6
Building Safety Month | Department of Building Inspection,817,557,0:02:31,259,66.8,37.45,151,2.52
City and County of San Francisco : 2015 Meetings,817,456,0:01:04,210,78.57,34.03,64,1.07
City and County of San Francisco : Project Review Process for Plan Check and Inspection,817,667,0:01:48,337,85.16,57.16,108,1.8
Audio Archive | San Francisco Arts Commission,816,580,0:01:57,77,55.84,30.02,117,1.95
City and County of San Francisco : Event Promoters,816,636,0:01:15,129,68.99,30.02,75,1.25
Emergency Alarm and False Alarm Information | Treasurer & Tax Collector,816,605,0:03:09,472,54.09,57.97,189,3.15
San Francisco Police Department : Department News and Updates : SFPD Academy Class Interrupts Market Street Smash and Grab Burglary,816,731,0:01:47,661,78.21,71.2,107,1.78
San Francisco Police Department : S.V.C.D.: Domestic Violence/Elder Abuse Section,816,722,0:02:56,649,83.2,75.98,176,2.93
San Francisco Port Department : As-needed Engineering RFQ 2012,816,402,0:00:02,399,0.5,48.65,2,0.03
San Francisco Public Works : South of Market (SoMa) West Improvement Projects,816,392,0:00:36,171,16.96,24.63,36,0.6
San Francisco 311 : Birth and Death Records,815,571,0:01:35,94,87.23,51.17,95,1.58
San Francisco Port Department : Pier 70 Area: Union Iron Works Machine Shop - Building 113-114,815,347,0:00:52,200,10.5,24.79,52,0.87
San Francisco Public Works : Graffiti on Private Property,815,443,0:00:15,383,28.72,49.33,15,0.25
Office of the Mayor : News Releases : Mayor Lee Announces New Plan to Provide Stabilized Housing for 500 Teachers by 2020,814,767,0:03:10,686,91.4,86.36,190,3.17
San Francisco Port Department : South Beach/China Basin,814,322,0:00:25,106,13.21,15.36,25,0.42
San Francisco Public Works : Utility Excavation,814,359,0:00:47,227,3.52,31.7,47,0.78
What to Expect If Your Child is Referred | Juvenile Probation Department,814,581,0:00:41,56,78.57,16.83,41,0.68
Juvenile Probation Commission Meeting Information | Juvenile Probation Department,812,507,0:01:02,72,43.06,16.01,62,1.03
Controller : How to File a Complaint,811,616,0:03:05,498,70.48,63.13,185,3.08
Controller : Three-Year Budget Projections and Five-Year Financial Plan Updates,810,746,0:01:52,521,92.51,74.07,112,1.87
San Francisco Port Department : PRT1415-01 Earthquake Vulnerability Study of the Northern Waterfront Seawall,810,395,0:00:10,364,0.27,45.19,10,0.17
San Francisco Port Department : 2769 Port Security Fences Phase 4,809,407,0:00:06,394,1.02,48.45,6,0.1
San Francisco Public Works : Public Tours for Public Works Week 2015,809,396,0:00:29,332,10.24,44.5,29,0.48
San Francisco Public Works : Sloat Boulevard Pedestrian Safety Improvements,809,358,0:00:37,231,25.97,30.28,37,0.62
San Francisco Port Department : Embarcadero Promenade,808,352,0:00:25,179,15.08,26.98,25,0.42
Board of Supervisors : FY 2015-2016 & FY 2016-2017,806,445,0:01:12,131,44.27,24.94,72,1.2
San Francisco 311 : Sheriff - Serve Process - 106840,806,573,0:02:11,572,68.53,67.25,131,2.18
City and County of San Francisco : Second Floor - 13 of 14,805,644,0:00:09,4,75,5.09,9,0.15
Customer Connect | Department of Child Support Services,805,659,0:01:12,158,70.89,48.7,72,1.2
State Legislation Committee,805,543,0:00:39,390,21.28,20.37,39,0.65
City and County of San Francisco : Second Floor - 2 of 14,804,638,0:00:06,1,0,1.49,6,0.1
Mayor's Office of Housing : Lead Remediated Re-rental Units,804,715,0:01:47,169,85.8,29.35,107,1.78
San Francisco Police Department : Public Commendation / Complaint,804,764,0:01:41,296,79.39,51.12,101,1.68
Committee on Information Technology : Search,803,771,0:00:46,36,94.44,29.76,46,0.77
"Mayor's Office of Housing and Community Development : BMR Resale: 88 Hoff Street, Unit 101",802,703,0:00:59,159,85.53,28.05,59,0.98
Mayor's Office of Housing and Community Development : Reports and Presentations,802,690,0:01:44,192,92.19,43.02,104,1.73
Contact Us | Civil Service Commission,801,656,0:02:24,58,64.41,42.95,144,2.4
San Francisco Public Works : Kearny Streetscape Improvement Project,800,399,0:00:39,283,26.15,36.5,39,0.65
San Francisco Rent Board : Topic No. 351: Tenant Petitions - Overview,800,726,0:01:12,117,67.52,23.88,72,1.2
"Department of Children, Youth and Their Families : Grants",799,616,0:00:49,175,60,24.78,49,0.82
San Francisco Department of Emergency Management : Mass Gatherings & Special Events,799,730,0:01:57,402,89.55,68.46,117,1.95
City and County of San Francisco : Justice Tracking Information System (JUS.T.I.S.),798,652,0:00:53,269,45.72,24.81,53,0.88
Office of Economic and Workforce Development : News,798,496,0:00:41,110,83.64,26.44,41,0.68
Events | Department on the Status of Women,797,598,0:00:39,28,64.29,15.56,39,0.65
Board of Supervisors : Internship,796,507,0:01:46,255,60,37.44,106,1.77
Topic No. 153: Rent Increases Under Section 6.14 And Costa-Hawkins | Rent Board,796,689,0:02:38,236,65.81,37.31,158,2.63
About Us | Animal Care & Control,794,571,0:00:37,23,34.78,11.08,37,0.62
San Francisco Rent Board : Increased Ellis Relocation Payments Ordinance – Update #1 (6/19/15),794,674,0:01:47,133,63.16,33.12,107,1.78
City and County of San Francisco : Search for City Contracts,793,693,0:01:34,170,50.59,28.25,94,1.57
State Legislation Committee | State Legislation Committee,792,584,0:00:27,22,27.27,20.58,27,0.45
"Economic Development Conveyance Memorandum of Agreement between TIDA and the US Navy - July, 2014 | Treasure Island Development Authority",790,306,0:01:50,81,43.21,19.87,110,1.83
San Francisco Public Works : Caring For Your New Street Tree,789,391,0:00:47,100,15,22.18,47,0.78
San Francisco Rent Board : Topic No. 304: How to Allocate Capital Improvement Costs,789,698,0:01:14,83,63.86,17.49,74,1.23
San Francisco Rent Board : Topic No. 331: Water Revenue Bond Passthroughs,789,705,0:02:50,162,66.05,36.12,170,2.83
"Department of Children, Youth and Their Families : Scholarships, Contests, Grants and Other Awards",787,575,0:02:39,445,86.29,62.13,159,2.65
Topic No. 052: Imposing the Annual Allowable Increase | Rent Board,787,683,0:02:03,188,55.03,30.75,123,2.05
